訂單編號,訂單日期,出貨日期,配送方式,客戶編號,城市,國家,產品名稱,產品類別,銷售數量,銷售金額,商品利潤
P00952,2018-08-27,2018-08-31,航運,C0010,Lisbon,Portugal,吸塵器,家電,2,117,-14
P00953,2018-08-27,2018-08-31,空運,C0001,Rome,Italy,櫃子,傢俱,7,46,-31
P00954,2018-08-27,2018-08-31,快捷,C0006,Bern,Switzerland,沙發,傢俱,2,154,-88
P00955,2018-08-27,2018-08-31,空運,C0004,Berlin,Germany,沙發,傢俱,5,160,-33
P00956,2018-08-27,2018-08-31,航運,C0007,Vienna,Austria,護貝機,辦公品,5,38,-3
P00957,2018-08-27,2018-08-31,航運,C0002,Birmingham,United Kingdom,桌子,傢俱,5,22,-1
P00958,2018-08-27,2018-08-30,航運,C0007,Bern,Switzerland,沙發,傢俱,1,6,0
P00959,2018-08-27,2018-08-30,快捷,C0005,Hamburg,Germany,櫃子,傢俱,3,66,-26
P00960,2018-08-28,2018-09-04,航運,C0002,Bern,Switzerland,延長線,辦公品,8,514,-82
P00961,2018-08-28,2018-09-04,航運,C0003,Bern,Switzerland,護貝機,辦公品,2,47,-36
P00962,2018-08-28,2018-09-02,空運,C0002,Lisbon,Portugal,延長線,辦公品,3,67,14
P00963,2018-08-30,2018-09-03,空運,C0005,Hamburg,Germany,櫃子,傢俱,3,22,4
P00964,2018-08-30,2018-09-03,航運,C0004,Birmingham,United Kingdom,桌子,傢俱,1,147,19
P00965,2018-08-30,2018-09-03,航運,C0007,London,United Kingdom,投影機,家電,4,78,24
P00966,2018-08-30,2018-09-04,空運,C0001,Paris,France,椅子,傢俱,3,311,-24
P00967,2018-08-30,2018-09-06,空運,C0005,Madrid,Spain,護貝機,辦公品,7,2301,-953
P00968,2018-08-30,2018-09-04,空運,C0001,Barcelona,Spain,護貝機,辦公品,3,164,0
P00969,2018-08-30,2018-09-04,航運,C0002,Paris,France,護貝機,辦公品,3,44,14
P00970,2018-08-30,2018-09-04,空運,C0005,Vienna,Austria,櫃子,傢俱,2,31,9
P00971,2018-08-30,2018-09-03,空運,C0003,London,United Kingdom,椅子,傢俱,2,98,-26
P00972,2018-08-30,2018-09-03,航運,C0007,Lisbon,Portugal,吸塵器,家電,2,64,-12
P00973,2018-08-30,2018-09-04,航運,C0005,Birmingham,United Kingdom,櫃子,傢俱,4,261,13
P00974,2018-08-31,2018-09-02,航運,C0007,Madrid,Spain,投影機,家電,2,103,44
P00975,2018-08-31,2018-09-02,空運,C0001,Berlin,Germany,延長線,辦公品,6,146,9
P00976,2018-08-31,2018-09-02,快捷,C0006,Bristol,United Kingdom,電腦椅,傢俱,3,63,32
P00977,2018-08-31,2018-09-05,航運,C0004,Munich,Germany,桌子,傢俱,2,26,-20
P00978,2018-08-31,2018-09-04,快捷,C0007,London,United Kingdom,護貝機,辦公品,6,45,-5
P00979,2018-08-31,2018-09-04,空運,C0007,Berlin,Germany,冷氣機,家電,3,131,54
P00980,2018-08-31,2018-09-02,空運,C0002,Paris,France,櫃子,傢俱,4,729,226
P00981,2018-08-31,2018-09-04,航運,C0001,London,United Kingdom,沙發,傢俱,3,27,6
P00982,2018-08-31,2018-09-04,航運,C0001,Berlin,Germany,椅子,傢俱,3,384,23
P00983,2018-09-01,2018-09-05,航運,C0007,Birmingham,United Kingdom,打卡機,辦公品,2,28,-9
P00984,2018-09-01,2018-09-05,空運,C0007,Munich,Germany,電腦椅,傢俱,2,93,23
P00985,2018-09-01,2018-09-05,航運,C0010,Liverpool,United Kingdom,櫃子,傢俱,4,39,0
P00986,2018-09-01,2018-09-05,快捷,C0009,Amsterdam,Netherlands,冷氣機,家電,6,77,0
P00987,2018-09-01,2018-09-05,航運,C0005,Birmingham,United Kingdom,冷氣機,家電,4,375,-1218
P00988,2018-09-01,2018-09-05,航運,C0001,Bern,Switzerland,沙發,傢俱,4,447,15
P00989,2018-09-01,2018-09-05,快捷,C0008,Paris,France,沙發,傢俱,3,24,-2
P00990,2018-09-01,2018-09-05,航運,C0001,Hamburg,Germany,麥片,食品,5,139,57
P00991,2018-09-01,2018-09-04,航運,C0005,Hamburg,Germany,延長線,辦公品,5,61,4
P00992,2018-09-01,2018-09-04,航運,C0007,Munich,Germany,椅子,傢俱,2,14,-3
P00993,2018-09-01,2018-09-04,空運,C0007,Birmingham,United Kingdom,桌子,傢俱,2,71,22
P00994,2018-09-01,2018-09-04,快捷,C0007,Barcelona,Spain,延長線,辦公品,5,484,-152
P00995,2018-09-01,2018-09-05,航運,C0007,Barcelona,Spain,延長線,辦公品,2,169,-82
P00996,2018-09-02,2018-09-05,空運,C0008,Amsterdam,Netherlands,櫃子,傢俱,3,64,-33
P00997,2018-09-02,2018-09-07,航運,C0006,Amsterdam,Netherlands,櫃子,傢俱,7,1429,371
P00998,2018-09-02,2018-09-07,航運,C0002,Hamburg,Germany,吸塵器,家電,1,474,142
P00999,2018-09-02,2018-09-07,空運,C0009,Bristol,United Kingdom,護貝機,辦公品,6,768,46
P01000,2018-09-02,2018-09-07,航運,C0005,Barcelona,Spain,沙發,傢俱,6,1100,176
P01001,2018-09-02,2018-09-06,快捷,C0005,Barcelona,Spain,櫃子,傢俱,2,88,22
P01002,2018-09-03,2018-09-09,航運,C0009,Paris,France,桌子,傢俱,4,250,70
P01003,2018-09-03,2018-09-09,空運,C0005,Hamburg,Germany,延長線,辦公品,5,562,-317
P01004,2018-09-03,2018-09-08,航運,C0001,Paris,France,冷氣機,家電,4,221,24
P01005,2018-09-03,2018-09-08,快捷,C0003,Barcelona,Spain,投影機,家電,3,244,27
P01006,2018-09-03,2018-09-08,空運,C0006,London,United Kingdom,櫃子,傢俱,6,2077,59
P01007,2018-09-03,2018-09-04,航運,C0004,Rome,Italy,護貝機,辦公品,3,80,39
P01008,2018-09-03,2018-09-04,航運,C0007,Bern,Switzerland,沙發,傢俱,3,86,13
P01009,2018-09-03,2018-09-04,空運,C0001,Hamburg,Germany,延長線,辦公品,4,190,0
P01010,2018-09-03,2018-09-04,空運,C0004,London,United Kingdom,冷氣機,家電,2,53,20
P01011,2018-09-03,2018-09-10,航運,C0010,London,United Kingdom,護貝機,辦公品,6,221,5
P01012,2018-09-03,2018-09-10,快捷,C0004,Bern,Switzerland,桌子,傢俱,5,213,33
P01013,2018-09-03,2018-09-10,快捷,C0005,Munich,Germany,冷氣機,家電,1,18,8
P01014,2018-09-03,2018-09-08,快捷,C0002,Madrid,Spain,櫃子,傢俱,2,15,1
P01015,2018-09-03,2018-09-08,航運,C0007,Vienna,Austria,沙發,傢俱,2,11,4
P01016,2018-09-03,2018-09-07,空運,C0001,Birmingham,United Kingdom,椅子,傢俱,6,87,33
P01017,2018-09-03,2018-09-07,航運,C0006,Madrid,Spain,電腦椅,傢俱,4,579,98
P01018,2018-09-03,2018-09-07,航運,C0009,Paris,France,打卡機,辦公品,3,81,12
P01019,2018-09-03,2018-09-08,航運,C0006,Birmingham,United Kingdom,冷氣機,家電,3,21,7
P01020,2018-09-03,2018-09-08,空運,C0003,Berlin,Germany,櫃子,傢俱,5,106,53
P01021,2018-09-03,2018-09-08,空運,C0008,Hamburg,Germany,速食麵,食品,3,132,0
P01022,2018-09-03,2018-09-07,快捷,C0007,Madrid,Spain,吸塵器,家電,2,9,2
P01023,2018-09-03,2018-09-07,航運,C0008,Lisbon,Portugal,延長線,辦公品,7,353,159
P01024,2018-09-03,2018-09-05,航運,C0003,Berlin,Germany,護貝機,辦公品,4,174,28
P01025,2018-09-04,2018-09-08,快捷,C0006,Bern,Switzerland,護貝機,辦公品,3,438,57
P01026,2018-09-06,2018-09-12,空運,C0003,Liverpool,United Kingdom,麥片,食品,1,7,1
P01027,2018-09-06,2018-09-12,快捷,C0006,Bern,Switzerland,麥片,食品,4,118,48
P01028,2018-09-06,2018-09-12,空運,C0001,Rome,Italy,櫃子,傢俱,4,29,11
P01029,2018-09-06,2018-09-12,空運,C0007,Hamburg,Germany,麥片,食品,2,72,11
P01030,2018-09-06,2018-09-08,快捷,C0001,Berlin,Germany,麥片,食品,2,16,-12
P01031,2018-09-06,2018-09-08,空運,C0008,Madrid,Spain,冷氣機,家電,12,69,-64
P01032,2018-09-06,2018-09-11,快捷,C0001,Birmingham,United Kingdom,投影機,家電,5,196,29
P01033,2018-09-06,2018-09-11,航運,C0006,Vienna,Austria,麥片,食品,6,876,-137
P01034,2018-09-06,2018-09-11,空運,C0007,Vienna,Austria,投影機,家電,2,265,-17
P01035,2018-09-06,2018-09-13,航運,C0001,Madrid,Spain,護貝機,辦公品,6,556,60
P01036,2018-09-07,2018-09-14,空運,C0002,Madrid,Spain,冷氣機,家電,6,2473,1038
P01037,2018-09-07,2018-09-14,空運,C0008,Birmingham,United Kingdom,桌子,傢俱,2,33,9
P01038,2018-09-07,2018-09-14,航運,C0010,London,United Kingdom,護貝機,辦公品,1,149,3
P01039,2018-09-07,2018-09-10,空運,C0001,Paris,France,櫃子,傢俱,8,283,62
P01040,2018-09-07,2018-09-12,快捷,C0007,Berlin,Germany,打卡機,辦公品,4,603,-229
P01041,2018-09-07,2018-09-12,空運,C0003,Lisbon,Portugal,電腦椅,傢俱,2,49,-33
P01042,2018-09-07,2018-09-12,航運,C0002,Rome,Italy,椅子,傢俱,4,161,-28
P01043,2018-09-08,2018-09-10,航運,C0003,Barcelona,Spain,延長線,辦公品,3,132,6
P01044,2018-09-08,2018-09-10,快捷,C0003,Madrid,Spain,冷氣機,家電,2,35,10
P01045,2018-09-08,2018-09-10,快捷,C0005,Amsterdam,Netherlands,電腦椅,傢俱,2,29,1
P01046,2018-09-08,2018-09-09,快捷,C0001,Madrid,Spain,桌子,傢俱,4,524,147
P01047,2018-09-09,2018-09-13,空運,C0003,Lisbon,Portugal,櫃子,傢俱,3,129,-9
P01048,2018-09-09,2018-09-13,空運,C0008,London,United Kingdom,桌子,傢俱,7,650,-10
P01049,2018-09-09,2018-09-13,航運,C0008,Barcelona,Spain,電腦椅,傢俱,5,52,-9
P01050,2018-09-09,2018-09-13,航運,C0006,Bern,Switzerland,桌子,傢俱,1,24,9
P01051,2018-09-09,2018-09-13,快捷,C0010,Hamburg,Germany,護貝機,辦公品,2,77,-6
P01052,2018-09-09,2018-09-13,快捷,C0005,Paris,France,沙發,傢俱,1,12,-2
P01053,2018-09-09,2018-09-14,空運,C0010,London,United Kingdom,延長線,辦公品,3,1112,136
P01054,2018-09-09,2018-09-12,快捷,C0007,Amsterdam,Netherlands,沙發,傢俱,2,34,11
P01055,2018-09-09,2018-09-13,航運,C0001,Liverpool,United Kingdom,沙發,傢俱,3,1591,364
P01056,2018-09-09,2018-09-13,空運,C0003,Rome,Italy,沙發,傢俱,3,492,-8
P01057,2018-09-09,2018-09-13,快捷,C0003,Paris,France,打卡機,辦公品,2,43,-2
P01058,2018-09-09,2018-09-13,空運,C0008,Paris,France,延長線,辦公品,8,32,6
P01059,2018-09-09,2018-09-13,空運,C0005,Madrid,Spain,吸塵器,家電,2,77,4
P01060,2018-09-09,2018-09-13,航運,C0004,Birmingham,United Kingdom,冷氣機,家電,5,2364,228
P01061,2018-09-09,2018-09-13,快捷,C0005,Bern,Switzerland,冷氣機,家電,2,14,-10
P01062,2018-09-09,2018-09-13,空運,C0009,Liverpool,United Kingdom,投影機,家電,1,6,-4
P01063,2018-09-09,2018-09-13,快捷,C0007,Hamburg,Germany,延長線,辦公品,4,167,-32
P01064,2018-09-09,2018-09-13,空運,C0007,Vienna,Austria,投影機,家電,3,35,-27
P01065,2018-09-10,2018-09-10,航運,C0002,London,United Kingdom,冷氣機,家電,6,266,12
P01066,2018-09-10,2018-09-14,航運,C0008,Madrid,Spain,桌子,傢俱,2,15,2
P01067,2018-09-10,2018-09-14,航運,C0003,Liverpool,United Kingdom,沙發,傢俱,3,154,63
P01068,2018-09-11,2018-09-18,快捷,C0009,Birmingham,United Kingdom,沙發,傢俱,4,65,-15
P01069,2018-09-11,2018-09-15,航運,C0009,Brussels,Belgium,打卡機,辦公品,2,249,60
P01070,2018-09-11,2018-09-15,航運,C0008,Birmingham,United Kingdom,護貝機,辦公品,7,414,203
P01071,2018-09-12,2018-09-14,空運,C0006,Birmingham,United Kingdom,麥片,食品,3,446,219
P01072,2018-09-12,2018-09-14,航運,C0009,Madrid,Spain,延長線,辦公品,5,288,124
P01073,2018-09-12,2018-09-14,空運,C0007,Birmingham,United Kingdom,椅子,傢俱,2,16,4
P01074,2018-09-13,2018-09-18,航運,C0009,Munich,Germany,桌子,傢俱,3,339,-59
P01075,2018-09-13,2018-09-18,空運,C0007,Munich,Germany,椅子,傢俱,2,5,-3
P01076,2018-09-13,2018-09-15,快捷,C0001,Madrid,Spain,櫃子,傢俱,1,28,-7
P01077,2018-09-13,2018-09-17,航運,C0003,Birmingham,United Kingdom,護貝機,辦公品,4,745,-211
P01078,2018-09-13,2018-09-17,航運,C0004,London,United Kingdom,冷氣機,家電,2,36,-10
P01079,2018-09-14,2018-09-18,快捷,C0010,Lisbon,Portugal,櫃子,傢俱,5,116,-70
P01080,2018-09-14,2018-09-18,空運,C0005,Madrid,Spain,護貝機,辦公品,2,7,-1
P01081,2018-09-14,2018-09-18,空運,C0002,London,United Kingdom,護貝機,辦公品,4,110,-84
P01082,2018-09-14,2018-09-18,空運,C0005,London,United Kingdom,櫃子,傢俱,3,395,25
P01083,2018-09-14,2018-09-18,航運,C0001,Birmingham,United Kingdom,櫃子,傢俱,3,20,-7
P01084,2018-09-14,2018-09-18,航運,C0004,Liverpool,United Kingdom,冷氣機,家電,2,5,0
P01085,2018-09-14,2018-09-18,空運,C0007,Birmingham,United Kingdom,櫃子,傢俱,1,8,2
P01086,2018-09-15,2018-09-19,空運,C0004,Berlin,Germany,椅子,傢俱,1,25,10
P01087,2018-09-15,2018-09-15,快捷,C0003,Madrid,Spain,延長線,辦公品,7,153,-69
P01088,2018-09-15,2018-09-15,航運,C0007,Lisbon,Portugal,電腦椅,傢俱,3,89,-10
P01089,2018-09-15,2018-09-15,空運,C0003,Birmingham,United Kingdom,麥片,食品,3,43,-8
P01090,2018-09-15,2018-09-22,航運,C0004,Birmingham,United Kingdom,延長線,辦公品,5,56,7
P01091,2018-09-15,2018-09-18,空運,C0003,Birmingham,United Kingdom,延長線,辦公品,4,77,31
P01092,2018-09-15,2018-09-18,空運,C0005,Hamburg,Germany,延長線,辦公品,4,192,2
P01093,2018-09-15,2018-09-18,空運,C0006,Munich,Germany,護貝機,辦公品,4,54,5
P01094,2018-09-15,2018-09-22,空運,C0007,Lisbon,Portugal,電腦椅,傢俱,4,27,-12
P01095,2018-09-15,2018-09-22,航運,C0005,London,United Kingdom,櫃子,傢俱,2,66,11
P01096,2018-09-16,2018-09-21,空運,C0005,Bristol,United Kingdom,吸塵器,家電,3,188,34
P01097,2018-09-16,2018-09-21,空運,C0003,London,United Kingdom,椅子,傢俱,7,361,155
P01098,2018-09-16,2018-09-21,空運,C0002,Rome,Italy,護貝機,辦公品,2,27,13
P01099,2018-09-16,2018-09-21,快捷,C0003,Barcelona,Spain,延長線,辦公品,3,50,12
P01100,2018-09-16,2018-09-21,航運,C0010,Berlin,Germany,椅子,傢俱,3,36,15
P01101,2018-09-16,2018-09-21,空運,C0004,Bern,Switzerland,速食麵,食品,6,54,15
P01102,2018-09-16,2018-09-19,航運,C0008,Barcelona,Spain,投影機,家電,2,640,122
P01103,2018-09-16,2018-09-21,航運,C0005,Hamburg,Germany,冷氣機,家電,5,254,8
P01104,2018-09-16,2018-09-19,航運,C0004,Hamburg,Germany,吸塵器,家電,3,29,13
P01105,2018-09-16,2018-09-19,空運,C0002,Hamburg,Germany,桌子,傢俱,1,75,-6
P01106,2018-09-16,2018-09-19,航運,C0003,Hamburg,Germany,投影機,家電,3,94,31
P01107,2018-09-16,2018-09-19,空運,C0004,Rome,Italy,櫃子,傢俱,7,809,0
P01108,2018-09-16,2018-09-19,空運,C0003,Hamburg,Germany,櫃子,傢俱,2,37,-1
P01109,2018-09-16,2018-09-21,快捷,C0004,Hamburg,Germany,護貝機,辦公品,1,25,2
P01110,2018-09-16,2018-09-21,航運,C0003,Barcelona,Spain,桌子,傢俱,2,233,19
P01111,2018-09-16,2018-09-21,快捷,C0003,Barcelona,Spain,投影機,家電,6,264,60
P01112,2018-09-16,2018-09-20,航運,C0001,Munich,Germany,冷氣機,家電,2,108,46
P01113,2018-09-17,2018-09-20,航運,C0005,Barcelona,Spain,護貝機,辦公品,3,189,60
P01114,2018-09-17,2018-09-19,空運,C0007,Hamburg,Germany,速食麵,食品,2,256,-6
P01115,2018-09-17,2018-09-17,空運,C0008,Munich,Germany,櫃子,傢俱,3,100,-4
P01116,2018-09-17,2018-09-22,航運,C0007,Amsterdam,Netherlands,速食麵,食品,2,22,11
P01117,2018-09-18,2018-09-21,快捷,C0003,Brussels,Belgium,桌子,傢俱,2,127,41
P01118,2018-09-18,2018-09-21,快捷,C0008,Bern,Switzerland,延長線,辦公品,8,62,-5
P01119,2018-09-18,2018-09-21,航運,C0002,Birmingham,United Kingdom,電腦椅,傢俱,1,111,-2
P01120,2018-09-18,2018-09-22,空運,C0008,Birmingham,United Kingdom,延長線,辦公品,6,127,24
P01121,2018-09-18,2018-09-20,航運,C0002,London,United Kingdom,護貝機,辦公品,2,28,14
P01122,2018-09-18,2018-09-20,航運,C0004,Rome,Italy,沙發,傢俱,1,55,17
P01123,2018-09-20,2018-09-25,快捷,C0006,Bristol,United Kingdom,沙發,傢俱,5,1968,262
P01124,2018-09-20,2018-09-25,航運,C0001,Berlin,Germany,桌子,傢俱,9,737,262
P01125,2018-09-20,2018-09-23,航運,C0004,Bern,Switzerland,護貝機,辦公品,1,22,7
P01126,2018-09-20,2018-09-23,快捷,C0001,Berlin,Germany,沙發,傢俱,1,13,6
P01127,2018-09-20,2018-09-21,快捷,C0003,Barcelona,Spain,冷氣機,家電,2,123,11
P01128,2018-09-20,2018-09-22,航運,C0003,Amsterdam,Netherlands,速食麵,食品,5,34,-27
P01129,2018-09-21,2018-09-26,航運,C0007,Birmingham,United Kingdom,吸塵器,家電,3,23,-1
P01130,2018-09-21,2018-09-23,航運,C0007,Lisbon,Portugal,麥片,食品,4,60,12
P01131,2018-09-21,2018-09-28,航運,C0005,Bristol,United Kingdom,沙發,傢俱,3,68,18
P01132,2018-09-21,2018-09-25,航運,C0005,Paris,France,櫃子,傢俱,4,551,154
P01133,2018-09-21,2018-09-23,空運,C0002,Hamburg,Germany,桌子,傢俱,1,100,43
P01134,2018-09-21,2018-09-26,航運,C0003,Hamburg,Germany,沙發,傢俱,4,59,18
P01135,2018-09-22,2018-09-27,快捷,C0007,Vienna,Austria,投影機,家電,4,85,-7
P01136,2018-09-22,2018-09-27,空運,C0009,Barcelona,Spain,沙發,傢俱,2,24,2
P01137,2018-09-22,2018-09-26,空運,C0003,Vienna,Austria,麥片,食品,3,25,5
P01138,2018-09-22,2018-09-26,航運,C0004,Barcelona,Spain,延長線,辦公品,5,67,5
P01139,2018-09-23,2018-09-29,航運,C0007,Madrid,Spain,電腦椅,傢俱,3,385,127
P01140,2018-09-23,2018-09-29,航運,C0003,Vienna,Austria,護貝機,辦公品,7,398,0
P01141,2018-09-23,2018-09-28,快捷,C0002,London,United Kingdom,桌子,傢俱,3,1917,690
P01142,2018-09-23,2018-09-28,空運,C0003,Liverpool,United Kingdom,護貝機,辦公品,4,687,254
P01143,2018-09-23,2018-09-28,空運,C0001,Bristol,United Kingdom,延長線,辦公品,1,643,26
P01144,2018-09-23,2018-09-28,航運,C0009,Birmingham,United Kingdom,吸塵器,家電,2,32,10
P01145,2018-09-24,2018-09-24,快捷,C0005,Munich,Germany,護貝機,辦公品,2,543,217
P01146,2018-09-24,2018-09-29,航運,C0004,Rome,Italy,打卡機,辦公品,3,13,1
P01147,2018-09-24,2018-09-28,航運,C0001,London,United Kingdom,護貝機,辦公品,3,119,-5
P01148,2018-09-24,2018-09-29,航運,C0007,Barcelona,Spain,椅子,傢俱,4,48,18
P01149,2018-09-24,2018-09-29,航運,C0003,London,United Kingdom,桌子,傢俱,5,51,-3
P01150,2018-09-24,2018-09-29,航運,C0004,Berlin,Germany,櫃子,傢俱,3,127,14
P01151,2018-09-24,2018-09-29,空運,C0005,Madrid,Spain,沙發,傢俱,4,190,34
P01152,2018-09-24,2018-09-29,航運,C0007,Paris,France,延長線,辦公品,7,80,38
P01153,2018-09-24,2018-09-29,空運,C0005,Birmingham,United Kingdom,護貝機,辦公品,1,207,4
P01154,2018-09-24,2018-09-28,航運,C0007,Madrid,Spain,護貝機,辦公品,5,1709,589
P01155,2018-09-25,2018-09-28,航運,C0004,Munich,Germany,麥片,食品,6,2221,123
P01156,2018-09-25,2018-09-27,快捷,C0007,Berlin,Germany,延長線,辦公品,4,199,64
P01157,2018-09-25,2018-09-27,空運,C0005,Birmingham,United Kingdom,電腦椅,傢俱,4,70,25
P01158,2018-09-26,2018-10-03,航運,C0007,Madrid,Spain,投影機,家電,1,150,25
P01159,2018-09-26,2018-10-03,航運,C0001,Barcelona,Spain,投影機,家電,3,51,6
P01160,2018-09-26,2018-10-03,航運,C0003,Birmingham,United Kingdom,桌子,傢俱,7,1071,71
P01161,2018-09-26,2018-10-03,航運,C0007,Liverpool,United Kingdom,桌子,傢俱,7,2885,-225
P01162,2018-09-26,2018-10-03,空運,C0007,Bern,Switzerland,桌子,傢俱,3,1018,-23
P01163,2018-09-27,2018-10-04,空運,C0004,Berlin,Germany,延長線,辦公品,1,44,-37
P01164,2018-09-27,2018-10-04,航運,C0007,Birmingham,United Kingdom,麥片,食品,1,438,26
P01165,2018-09-27,2018-10-01,航運,C0001,Berlin,Germany,沙發,傢俱,2,40,17
P01166,2018-09-27,2018-10-01,空運,C0005,Barcelona,Spain,護貝機,辦公品,4,46,3
P01167,2018-09-27,2018-10-01,空運,C0007,Liverpool,United Kingdom,椅子,傢俱,3,43,11
P01168,2018-09-27,2018-10-01,空運,C0001,Bern,Switzerland,沙發,傢俱,5,747,284
P01169,2018-09-27,2018-10-01,快捷,C0002,Rome,Italy,投影機,家電,6,102,35
P01170,2018-09-27,2018-09-29,空運,C0005,Rome,Italy,吸塵器,家電,3,85,16
P01171,2018-09-27,2018-09-29,空運,C0006,Berlin,Germany,延長線,辦公品,3,33,13
P01172,2018-09-27,2018-09-27,快捷,C0007,Berlin,Germany,速食麵,食品,3,36,13
P01173,2018-09-27,2018-09-27,快捷,C0001,London,United Kingdom,桌子,傢俱,5,88,31
P01174,2018-09-27,2018-10-01,航運,C0002,Berlin,Germany,麥片,食品,2,13,-3
P01175,2018-09-28,2018-10-02,航運,C0007,Amsterdam,Netherlands,椅子,傢俱,9,242,36
P01176,2018-09-28,2018-10-02,空運,C0001,London,United Kingdom,電腦椅,傢俱,13,278,75
P01177,2018-09-28,2018-10-03,航運,C0001,Paris,France,電腦椅,傢俱,3,689,-116
P01178,2018-09-28,2018-10-01,航運,C0004,Bern,Switzerland,椅子,傢俱,2,78,-4
P01179,2018-09-28,2018-10-04,空運,C0004,Brussels,Belgium,櫃子,傢俱,5,240,2
P01180,2018-09-28,2018-10-04,空運,C0005,Munich,Germany,沙發,傢俱,6,1022,41
P01181,2018-09-28,2018-10-04,空運,C0007,Amsterdam,Netherlands,護貝機,辦公品,3,1101,473
P01182,2018-09-28,2018-10-04,航運,C0007,Madrid,Spain,櫃子,傢俱,3,173,76
P01183,2018-09-28,2018-10-02,空運,C0003,Birmingham,United Kingdom,麥片,食品,3,224,-215
P01184,2018-09-28,2018-10-02,快捷,C0008,Birmingham,United Kingdom,桌子,傢俱,2,51,-48
P01185,2018-09-28,2018-10-02,空運,C0003,Madrid,Spain,冷氣機,家電,1,16,-9
P01186,2018-09-29,2018-10-03,航運,C0001,Madrid,Spain,桌子,傢俱,3,34,16
P01187,2018-09-29,2018-10-06,航運,C0003,Berlin,Germany,延長線,辦公品,2,44,12
P01188,2018-09-29,2018-10-06,航運,C0007,Rome,Italy,桌子,傢俱,2,177,74
P01189,2018-09-29,2018-10-06,空運,C0010,Bern,Switzerland,椅子,傢俱,2,38,8
P01190,2018-09-30,2018-10-06,航運,C0007,Berlin,Germany,沙發,傢俱,4,127,52
P01191,2018-09-30,2018-10-06,航運,C0007,Hamburg,Germany,桌子,傢俱,6,667,173
P01192,2018-09-30,2018-10-05,航運,C0008,Madrid,Spain,護貝機,辦公品,5,66,33
P01193,2018-09-30,2018-10-02,航運,C0007,London,United Kingdom,麥片,食品,1,41,20
P01194,2018-10-01,2018-10-07,航運,C0004,Berlin,Germany,電腦椅,傢俱,3,144,55
P01195,2018-10-01,2018-10-07,航運,C0001,Brussels,Belgium,速食麵,食品,3,252,123
P01196,2018-10-01,2018-10-03,快捷,C0007,Brussels,Belgium,桌子,傢俱,4,89,-8
P01197,2018-10-01,2018-10-03,空運,C0007,Vienna,Austria,延長線,辦公品,3,49,-7
P01198,2018-10-01,2018-10-02,空運,C0010,Birmingham,United Kingdom,護貝機,辦公品,1,38,-9
P01199,2018-10-01,2018-10-05,航運,C0006,Bristol,United Kingdom,沙發,傢俱,2,252,31
P01200,2018-10-04,2018-10-10,航運,C0008,Berlin,Germany,延長線,辦公品,4,54,10
P01201,2018-10-04,2018-10-06,航運,C0001,London,United Kingdom,沙發,傢俱,3,82,-15
P01202,2018-10-04,2018-10-04,空運,C0009,London,United Kingdom,吸塵器,家電,5,780,321
P01203,2018-10-04,2018-10-09,航運,C0001,London,United Kingdom,護貝機,辦公品,4,48,7
P01204,2018-10-04,2018-10-09,空運,C0007,Rome,Italy,櫃子,傢俱,1,82,13
